"CUSTOMER_ID","NAME","DATA_USAGE","DATA_LIMIT"
7560,Hacer,0,0
7562,Aynur,0,0
7563,Yasin,0,0
7565,Recep,8607.72,10240
7575,Ömer,15467.78,20480
7577,Yasemin,0,0
7578,Yağmur,9959.3,10240
7580,Büşra,0,0
7581,Fadime,20135.78,20480
7582,Ali,19507.08,20480
7588,Zeynep,0,0
7593,Fatih,0,0
7595,Murat,8104.97,10240
7596,Adem,0,0
7599,Leyla,15634.19,20480
7601,Aysel,0,0
7602,Emine,0,0
7603,Yasin,17064.77,20480
7606,Burak,17233.1,20480
7608,Yasin,16626.57,20480
7612,Yasemin,0,0
7613,Murat,0,0
7614,Özlem,0,0
7616,Aysel,0,0
7619,Emine,0,0
7620,Meryem,17272.64,20480
7621,Ahmet,0,0
7622,Metin,0,0
7624,Hüseyin,17010.09,20480
7626,Muhammed,16729.83,20480
7634,Meryem,0,0
7637,İbrahim,0,0
7639,Özlem,18980.62,20480
7641,Burak,20284.96,20480
7645,Mehmet,0,0
7646,Serkan,0,0
7648,Adem,0,0
7649,Rabia,15757.81,20480
7650,Kadir,7741.91,10240
7656,Yasin,0,0
7660,Fadime,0,0
7661,Esra,17803.15,20480
7667,Yasin,0,0
7672,Aysel,0,0
7673,Ali,0,0
7362,İsmail,0,0
7363,Recep,0,0
7365,Yusuf,8855.39,10240
7368,Metin,0,0
7369,Merve,20190.25,20480
7372,Ömer,0,0
7373,Sevim,16278.95,20480
7374,Abdullah,8729.31,10240
7376,Mustafa,16556.65,20480
7377,Sevim,0,0
7383,Elif,17336.76,20480
7385,Muhammed,20356.48,20480
7387,Ayşe,8173.82,10240
7389,Süleyman,0,0
7394,Aysel,19843.95,20480
7396,Yasemin,16715.22,20480
7397,Hülya,8416.11,10240
7398,Sevim,0,0
7399,Dilek,0,0
7400,Fadime,0,0
7402,Leyla,9424.13,10240
7404,Hülya,0,0
7405,Fatma,7777.55,10240
7406,Yasemin,0,0
7409,Kadir,15436.25,20480
7411,İsmail,10220.13,10240
7415,Tuğba,0,0
7417,Fadime,0,0
7421,Kübra,0,0
7423,İsmail,0,0
7424,Zeynep,18756.63,20480
7426,Özlem,0,0
7427,Fadime,0,0
7428,Özlem,0,0
7431,Ramazan,0,0
7432,Havva,0,0
7434,Elif,0,0
7435,Hakan,7920.26,10240
7438,Özlem,20068.56,20480
7441,Hakan,0,0
7442,Merve,0,0
7444,Osman,16450.48,20480
7447,Hakan,0,0
7450,Metin,19951.05,20480
7453,Songül,0,0
7454,Hasan,10076.58,10240
7460,Sevim,0,0
7462,Emine,16942.54,20480
7466,Yasemin,0,0
7469,Osman,0,0
7472,Enes,19737.35,20480
7473,Murat,16390.7,20480
7474,Enes,0,0
7478,İsmail,0,0
7480,Songül,0,0
7482,Recep,10110.09,10240
7483,Elif,0,0
7484,Serkan,0,0
7489,Muhammed,0,0
7490,Havva,0,0
7491,Osman,0,0
7492,Fadime,20111.65,20480
7493,Hasan,8153.13,10240
7494,Adem,0,0
7495,Hacer,19826.45,20480
7496,Murat,17545.25,20480
7497,Elif,0,0
7498,Rabia,20000.6,20480
7499,Merve,0,0
7502,Kadir,17520.98,20480
7503,Ayşe,0,0
7504,Songül,8209.35,10240
7506,Osman,19028.24,20480
7507,Özlem,8177.99,10240
7510,Hüseyin,17997.77,20480
7511,Yusuf,0,0
7512,Osman,9631.27,10240
7516,Sevim,0,0
7517,Leyla,9505.26,10240
7206,Ahmet,16058.79,20480
7208,Hakan,20300.59,20480
7209,Elif,0,0
7214,Merve,0,0
7215,Yusuf,0,0
7217,Hakan,19766.36,20480
7218,Süleyman,0,0
7221,İsmail,8878.57,10240
7227,Yusuf,0,0
7229,Halil,0,0
7230,Havva,20436.77,20480
7231,Serkan,0,0
7234,Elif,18156,20480
7238,Sevim,7932.01,10240
7240,Merve,0,0
7243,Furkan,8548.16,10240
7245,Osman,16180.89,20480
7247,Fatih,16253.9,20480
7253,Recep,9449.62,10240
7256,Leyla,0,0
7259,Abdullah,20219.22,20480
7260,Aysel,16448.64,20480
7261,Yağmur,19880.49,20480
7262,Süleyman,19695.05,20480
7264,Hakan,20350.44,20480
7269,Süleyman,0,0
7275,Fadime,0,0
7277,İsmail,17643.42,20480
7279,Recep,17344.45,20480
7280,Murat,0,0
7282,Ayşe,0,0
7287,Tuğba,0,0
7289,İbrahim,18212.68,20480
7297,Fadime,9202.68,10240
7299,Zeynep,18916.49,20480
7308,Sevim,0,0
7309,Dilek,0,0
7310,Sevim,0,0
7311,Dilek,18077.98,20480
7315,Yusuf,0,0
7316,Abdullah,0,0
7317,Abdullah,19544.43,20480
7318,Dilek,16778.47,20480
7319,Burak,0,0
7321,Muhammed,0,0
7323,Havva,9312.99,10240
7326,Serkan,0,0
7327,Melek,0,0
7328,Halil,9005.44,10240
7329,Hakan,0,0
7330,Özlem,0,0
7334,Kübra,15378.31,20480
7336,Zehra,0,0
7338,Ayşegül,0,0
7340,İbrahim,19256.02,20480
7342,Yusuf,0,0
7345,Furkan,0,0
7347,Esra,0,0
7348,Abdullah,0,0
7350,Adem,8714.92,10240
7351,Esra,0,0
7352,Ayşe,0,0
7353,Zehra,0,0
7354,Enes,0,0
7357,Mustafa,0,0
7360,Hülya,18245.36,20480
7047,Enes,16279.77,20480
7048,Fatih,0,0
7049,Ömer,0,0
7050,Zehra,0,0
7051,Enes,7726.21,10240
7052,Zehra,9688.02,10240
7057,Recep,0,0
7064,Kadir,0,0
7067,Süleyman,7873.04,10240
7068,Songül,19409.81,20480
7069,Ali,0,0
7070,Songül,17047.95,20480
7074,Songül,0,0
7075,Burak,0,0
7080,Burak,0,0
7082,Süleyman,0,0
7086,Süleyman,8239.11,10240
7087,Kadir,16180.37,20480
7089,Yasemin,15807.65,20480
7094,Rabia,10056.19,10240
7096,Dilek,16417.36,20480
7098,Ahmet,0,0
7100,Murat,0,0
7102,Mustafa,15971.07,20480
7107,Kübra,0,0
7111,Süleyman,17161.35,20480
7112,Yusuf,0,0
7114,Osman,0,0
7116,Mustafa,17549.62,20480
7118,Hacer,0,0
7119,Hacer,19796.55,20480
7121,Ahmet,0,0
7123,Melek,9727.4,10240
7127,Ali,0,0
7128,Fatih,16028.35,20480
7129,Kübra,17529.82,20480
7130,Ayşegül,0,0
7131,Songül,0,0
7133,Zehra,8288.43,10240
7134,Emre,18147.87,20480
7135,Mehmet,16781.19,20480
7136,Ayşe,0,0
7137,Metin,0,0
7140,Havva,0,0
7142,Ali,0,0
7143,Hülya,0,0
7145,Murat,0,0
7146,Melek,0,0
7147,Ayşegül,8649.07,10240
7150,Hasan,18590.57,20480
7156,Süleyman,16588.23,20480
7161,Abdullah,0,0
7163,Havva,16255.42,20480
7164,Mahmut,0,0
7165,Emre,0,0
7166,Fatih,9748.49,10240
7167,Recep,0,0
7172,Serkan,17975.16,20480
7174,Hakan,19178.83,20480
7176,Emine,9958.42,10240
7177,Fatih,18674.22,20480
7182,Rabia,16596.23,20480
7183,Osman,8422.84,10240
7185,Hakan,0,0
7186,Ali,19920.14,20480
7189,Yasin,0,0
7194,Hülya,0,0
7198,Fatih,0,0
7201,Halil,0,0
7202,Esra,0,0
7203,Meryem,19476.4,20480
6890,Leyla,0,0
6891,Enes,0,0
6893,Hatice,0,0
6901,Ahmet,20328.15,20480
6902,Rabia,16289.44,20480
6903,Mustafa,8264.99,10240
6904,Abdullah,0,0
6905,Hasan,16395.37,20480
6906,Recep,0,0
6908,Meryem,0,0
6909,Emre,9529.07,10240
6912,Ahmet,0,0
6914,Sevim,19220.74,20480
6916,Özlem,0,0
6918,Murat,20343.51,20480
6920,Songül,0,0
6924,Halil,20465.87,20480
6925,Ahmet,9020.13,10240
6926,Abdullah,19718.3,20480
6927,Aynur,17577.64,20480
6929,Abdullah,0,0
6930,Mehmet,0,0
6931,Sultan,0,0
6933,Hakan,0,0
6935,Mustafa,19743.65,20480
6937,Abdullah,0,0
6938,Hülya,17693.39,20480
6941,Sultan,18936.97,20480
6942,Ali,20277.46,20480
6944,Mustafa,9163.74,10240
6945,Mehmet,15606.49,20480
6949,Elif,0,0
6951,Burak,17599.48,20480
6954,Abdullah,0,0
6955,Melek,0,0
6959,Osman,0,0
6962,Büşra,0,0
6966,Songül,19594.48,20480
6967,Dilek,18823.64,20480
6968,Recep,0,0
6972,Hülya,18706.43,20480
6979,Melek,0,0
6981,Fatma,0,0
6982,Ayşe,16695.99,20480
6983,Recep,17167.5,20480
6987,Ali,16222.61,20480
6990,Adem,0,0
6991,Kübra,15692.36,20480
6993,Dilek,18064.56,20480
6994,Hülya,0,0
6995,Mehmet,19726.34,20480
6996,Süleyman,15703.59,20480
6999,Ayşe,9025.04,10240
7006,Hakan,0,0
7008,Leyla,0,0
7009,Süleyman,0,0
7010,Emine,0,0
7012,Ömer,7935.41,10240
7013,Büşra,0,0
7014,Ayşe,0,0
7016,Aysel,19757.79,20480
7018,Yasin,18389.02,20480
7021,Büşra,0,0
7022,Recep,16456.49,20480
7025,Fadime,8256.69,10240
7026,Abdullah,0,0
7028,Halil,0,0
7030,İsmail,8870.97,10240
7032,Songül,0,0
7033,Kadir,20222.99,20480
7035,Meryem,0,0
7038,Hasan,9458.2,10240
7039,Ömer,0,0
7040,Fadime,0,0
6734,Meryem,0,0
6735,Adem,0,0
6737,Hatice,0,0
6749,Hülya,16076.51,20480
6750,Kadir,0,0
6751,Rabia,0,0
6755,İbrahim,10118.98,10240
6757,Mahmut,9919.89,10240
6758,Fadime,0,0
6759,Emine,0,0
6764,Leyla,0,0
6765,Osman,16040.46,20480
6766,Recep,19640.86,20480
6769,Özlem,0,0
6771,Emine,17367.72,20480
6774,Zehra,0,0
6775,Fatih,8201.08,10240
6777,Ramazan,0,0
6780,İbrahim,0,0
6785,Ayşegül,0,0
6789,Mustafa,0,0
6790,Burak,15456.71,20480
6792,Burak,15878.48,20480
6793,Ahmet,17849.52,20480
6794,Furkan,9657.41,10240
6800,Enes,0,0
6803,Yağmur,0,0
6805,Fatma,0,0
6807,Fadime,7968.82,10240
6810,Özlem,0,0
6816,Dilek,0,0
6817,Zehra,0,0
6818,Havva,0,0
6821,Osman,18926.17,20480
6823,Hakan,9964.56,10240
6830,Burak,0,0
6832,Mehmet,16812.79,20480
6833,Recep,0,0
6834,Merve,0,0
6837,Kübra,0,0
6838,Melek,17370.38,20480
6839,Leyla,8180.84,10240
6840,Sevim,0,0
6842,Hakan,0,0
6844,Özlem,20317.64,20480
6845,İbrahim,0,0
6846,Osman,16239.81,20480
6847,Kübra,0,0
6849,İsmail,9881.2,10240
6850,İbrahim,0,0
6851,Burak,0,0
6853,Aynur,19959.08,20480
6857,Zehra,18945.51,20480
6859,Yağmur,0,0
6864,Merve,16086.69,20480
6866,Yusuf,0,0
6868,Yusuf,17043.43,20480
6870,Halil,0,0
6871,Ayşe,10225.53,10240
6874,Recep,0,0
6875,Songül,0,0
6884,Hakan,0,0
6885,Enes,0,0
6886,Fatih,0,0
6888,Aynur,17191.15,20480
6579,Yusuf,16630.72,20480
6580,Murat,0,0
6582,Yağmur,0,0
6583,Melek,19824.67,20480
6587,Rabia,8506.19,10240
6588,Osman,7813.65,10240
6592,Zeynep,19930.97,20480
6593,Furkan,0,0
6594,Sultan,18850.13,20480
6595,Kadir,0,0
6596,Aysel,0,0
6597,Adem,19785.94,20480
6598,Sultan,8119.02,10240
6599,Rabia,18359.49,20480
6602,Ramazan,0,0
6603,Hatice,0,0
6604,Leyla,0,0
6605,Abdullah,0,0
6609,Fatih,0,0
6610,Ahmet,15887.82,20480
6614,Büşra,0,0
6616,Burak,0,0
6618,Sultan,0,0
6619,Rabia,0,0
6620,Hakan,0,0
6622,Elif,0,0
6625,Esra,0,0
6628,Murat,0,0
6632,Kübra,0,0
6633,Enes,0,0
6634,Yağmur,0,0
6636,Esra,0,0
6637,Emre,9871.16,10240
6638,Yasemin,19707.15,20480
6641,Melek,18697.21,20480
6643,Recep,16925.13,20480
6645,Songül,8028.65,10240
6652,Ahmet,20053.13,20480
6653,Emre,0,0
6654,Fatma,0,0
6657,Meryem,19827.4,20480
6658,Melek,0,0
6660,Hatice,9345.11,10240
6663,Enes,9953.64,10240
6664,Esra,7708.35,10240
6667,Yasin,0,0
6671,İsmail,0,0
6672,Esra,20354.13,20480
6674,Meryem,18350.75,20480
6675,Yağmur,9237.13,10240
6677,Emre,19028.39,20480
6682,Ömer,8451.37,10240
6684,Fadime,0,0
6685,Serkan,10131.55,10240
6686,Emre,19250.39,20480
6688,Burak,9051.87,10240
6693,Süleyman,0,0
6695,Osman,0,0
6697,Osman,0,0
6698,Leyla,0,0
6700,Halil,0,0
6701,Hacer,0,0
6702,Burak,9588.77,10240
6706,Emre,19148.7,20480
6707,Yusuf,0,0
6711,Osman,0,0
6713,Yusuf,0,0
6715,Emre,0,0
6721,Tuğba,0,0
6723,Mahmut,16646.99,20480
6724,Osman,0,0
6726,Sultan,0,0
6728,Fatma,0,0
6729,Sevim,0,0
6732,Hakan,19574.78,20480
6420,Melek,0,0
6421,Enes,0,0
6422,Hacer,0,0
6424,Adem,19089.43,20480
6425,Fatih,0,0
6426,Emre,16869.23,20480
6427,Aysel,0,0
6434,Osman,0,0
6439,Rabia,0,0
6440,Yasin,19909.88,20480
6442,Yağmur,0,0
6443,Ayşegül,8917.22,10240
6445,Meryem,0,0
6446,Hülya,17494.12,20480
6448,Meryem,16131.14,20480
6450,Ayşe,0,0
6451,Hacer,0,0
6454,Hülya,0,0
6455,Muhammed,0,0
6460,Osman,16845.15,20480
6462,Hacer,9406.45,10240
6464,Aysel,0,0
6466,Serkan,18513.47,20480
6467,Songül,0,0
6469,Tuğba,0,0
6471,Zehra,0,0
6472,Furkan,16751.29,20480
6473,Ramazan,16058.96,20480
6474,Rabia,0,0
6476,Yasemin,0,0
6478,Adem,7979.54,10240
6479,Büşra,0,0
6482,Aynur,19378.86,20480
6484,Yusuf,0,0
6485,Songül,9442.09,10240
6486,Zehra,20200.49,20480
6487,Aysel,0,0
6488,Sultan,0,0
6489,Emre,17038.68,20480
6491,Elif,0,0
6493,Fadime,0,0
6503,Emine,8722.53,10240
6505,Dilek,8640.26,10240
6506,Yusuf,0,0
6509,Adem,0,0
6511,Hakan,0,0
6515,Fatma,18284.72,20480
6516,Serkan,0,0
6522,Dilek,8409.57,10240
6524,Süleyman,8635.29,10240
6527,Osman,0,0
6528,Emre,0,0
6534,Songül,0,0
6539,Yasemin,0,0
6540,Dilek,17985.05,20480
6543,Özlem,0,0
6545,Adem,0,0
6547,Adem,15969.81,20480
6548,Songül,0,0
6549,Osman,10203.99,10240
6551,Meryem,0,0
6553,Aysel,0,0
6558,Özlem,8644.43,10240
6564,Merve,0,0
6565,Songül,18186.16,20480
6567,Büşra,19971.86,20480
6571,Halil,0,0
6572,Merve,0,0
6573,Yağmur,16766.51,20480
6576,Recep,0,0
6264,Ayşe,0,0
6266,Ali,0,0
6267,Metin,9026.31,10240
6269,Zehra,0,0
6270,Hülya,0,0
6273,Zehra,0,0
6278,Osman,8663.2,10240
6282,Hacer,8193.01,10240
6283,Ali,0,0
6285,Songül,0,0
6286,Sultan,0,0
6287,Mehmet,8124.42,10240
6289,Havva,0,0
6290,Zehra,0,0
6292,Fadime,20049.74,20480
6295,Osman,19114.96,20480
6296,Sultan,0,0
6297,Ali,9026.3,10240
6300,Havva,17387.85,20480
6305,Merve,0,0
6307,Leyla,16975.95,20480
6312,Esra,17732.48,20480
6314,Yusuf,8542.12,10240
6315,Emine,9525.62,10240
6318,Hasan,0,0
6319,Emre,15422.96,20480
6325,Ramazan,0,0
6326,Yağmur,0,0
6329,Melek,16141.61,20480
6331,Yasemin,19387.39,20480
6333,Aysel,0,0
6338,Yusuf,0,0
6339,Kadir,0,0
6343,Hülya,16152.58,20480
6345,Fadime,18772.18,20480
6346,Ahmet,0,0
6348,Yasemin,0,0
6350,Hatice,0,0
6351,Songül,0,0
6352,Fatih,0,0
6354,Sultan,0,0
6355,Süleyman,0,0
6361,Emre,0,0
6363,Recep,0,0
6368,Mustafa,17654.94,20480
6372,Fatih,0,0
6375,Hülya,16975.83,20480
6376,Enes,18171.85,20480
6377,Adem,15854,20480
6378,Sultan,0,0
6379,Osman,18860.71,20480
6382,Esra,0,0
6383,Osman,0,0
6386,Mustafa,9784.15,10240
6389,Murat,0,0
6390,Fatma,17448.52,20480
6392,Fadime,15508.79,20480
6396,Büşra,0,0
6397,Emre,7847.4,10240
6398,Ahmet,0,0
6401,Hatice,9990.29,10240
6407,Mustafa,15899.31,20480
6408,Özlem,0,0
6411,Zeynep,16178.07,20480
6412,Sevim,15375.64,20480
6108,Yasin,0,0
6110,Ali,0,0
6113,Merve,18052.22,20480
6114,Furkan,0,0
6119,Mehmet,0,0
6123,Mustafa,7904.39,10240
6125,Ahmet,0,0
6127,Fatih,0,0
6128,Hatice,8035.38,10240
6130,Fadime,0,0
6131,Serkan,19832.9,20480
6136,Adem,0,0
6137,Fadime,0,0
6138,Yasemin,18083.94,20480
6139,Özlem,15426.85,20480
6140,Zehra,0,0
6141,Adem,0,0
6142,Ramazan,9868.78,10240
6143,Ayşegül,0,0
6144,Mustafa,0,0
6150,İsmail,9657.62,10240
6151,Muhammed,0,0
6154,Esra,0,0
6155,Sultan,8859.32,10240
6157,Ramazan,0,0
6160,Enes,0,0
6163,Fatih,19025.25,20480
6165,Zeynep,0,0
6166,Dilek,0,0
6167,Kübra,0,0
6168,Fatih,0,0
6169,Fatma,0,0
6173,Yağmur,0,0
6175,Kübra,15638.49,20480
6177,Ahmet,17996.89,20480
6178,Rabia,15487.75,20480
6182,Aynur,16145.01,20480
6185,Zehra,0,0
6187,Dilek,0,0
6191,İsmail,0,0
6193,Merve,17629.03,20480
6196,Hatice,0,0
6197,Yusuf,17402.77,20480
6198,Yasin,0,0
6200,Büşra,0,0
6204,Burak,9522.01,10240
6206,Leyla,7766.3,10240
6207,Yasin,0,0
6208,Fadime,0,0
6209,Hatice,0,0
6211,Elif,0,0
6213,Meryem,20131.82,20480
6214,Yağmur,0,0
6216,Hacer,0,0
6217,Melek,19181.3,20480
6219,Ayşe,17757.52,20480
6221,Yasin,0,0
6224,Meryem,0,0
6228,Emine,19305.42,20480
6230,Songül,16618.87,20480
6232,Özlem,0,0
6240,Elif,19581.51,20480
6243,Muhammed,0,0
6246,Fatih,0,0
6251,Serkan,18832.03,20480
6255,Fatih,19799.08,20480
6257,Adem,0,0
6260,Ömer,0,0
6261,Zehra,0,0
5952,Muhammed,0,0
5955,Zehra,8014.37,10240
5956,Mustafa,0,0
5959,Mustafa,0,0
5960,Hatice,9786.22,10240
5963,Tuğba,0,0
5964,Kübra,0,0
5967,Abdullah,0,0
5968,Merve,0,0
5970,Ramazan,8410.15,10240
5972,Ahmet,19815.58,20480
5973,Kübra,0,0
5974,Adem,0,0
5977,Ali,19721.65,20480
5979,Yasin,0,0
5980,Merve,0,0
5981,Büşra,15842.99,20480
5984,Enes,17926.98,20480
5985,Esra,0,0
5986,Hatice,15927.6,20480
5987,Songül,0,0
5996,Aysel,0,0
5998,Fatih,0,0
6000,Fatih,0,0
6001,Özlem,0,0
6002,Özlem,0,0
6003,Yusuf,20272.21,20480
6005,Havva,18673.82,20480
6008,Furkan,0,0
6010,Rabia,0,0
6011,Hatice,15416.03,20480
6012,Murat,0,0
6013,Hakan,9392.13,10240
6014,Mahmut,0,0
6015,Hasan,0,0
6016,Murat,0,0
6017,Fatma,0,0
6018,Ahmet,16936.28,20480
6019,Yağmur,16130.73,20480
6021,Yasemin,15532.36,20480
6022,Büşra,15555.76,20480
6024,Ali,0,0
6025,Büşra,0,0
6027,Fadime,0,0
6029,Mustafa,18354.97,20480
6033,Özlem,0,0
6036,Ahmet,0,0
6040,Dilek,9411.18,10240
6041,Ahmet,0,0
6043,Süleyman,0,0
6044,Merve,0,0
6045,Halil,15993.27,20480
6046,Mahmut,9962.21,10240
6047,Zeynep,19781.16,20480
6048,Fatma,19532.99,20480
6050,Sultan,17036.77,20480
6052,Fadime,19579.33,20480
6054,Kübra,0,0
6059,Merve,0,0
6061,Hacer,0,0
6063,Kübra,0,0
6065,Dilek,18145.32,20480
6067,Fadime,0,0
6069,Murat,17829.38,20480
6071,Sevim,0,0
6075,Emine,0,0
6077,Muhammed,19527.76,20480
6082,Zehra,19948.38,20480
6084,Zehra,0,0
6089,Aynur,0,0
6091,Mustafa,15610.58,20480
6098,Fatma,10219.81,10240
6102,Adem,8480.25,10240
6107,Tuğba,0,0
5795,Yağmur,8255.92,10240
5797,Özlem,0,0
5798,Hakan,7904.08,10240
5799,Zeynep,0,0
5800,Ömer,0,0
5801,Metin,0,0
5802,Mustafa,15582.62,20480
5803,Havva,0,0
5805,Hacer,18558.82,20480
5806,Zehra,17751.73,20480
5809,Yasin,8121.44,10240
5810,Merve,17192.88,20480
5811,Rabia,19230.12,20480
5813,Hülya,0,0
5815,Dilek,18835.27,20480
5816,Recep,0,0
5825,Hacer,0,0
5827,Mehmet,19244.92,20480
5828,Ayşegül,17267.29,20480
5832,Mehmet,0,0
5833,Hakan,15494.01,20480
5834,Yusuf,0,0
5836,İsmail,0,0
5837,Recep,18418.52,20480
5839,Yağmur,0,0
5841,Ayşegül,10187.14,10240
5843,Elif,18053.98,20480
5844,Furkan,0,0
5845,Sultan,0,0
5846,Sevim,9518.95,10240
5847,Ramazan,0,0
5848,Özlem,0,0
5850,Fadime,0,0
5851,İsmail,16815.2,20480
5852,Ömer,16968.12,20480
5853,Rabia,9093.92,10240
5857,Dilek,8785.99,10240
5859,Elif,9896.02,10240
5860,Hatice,0,0
5864,Zeynep,0,0
5866,Serkan,17708.44,20480
5869,Osman,15862.31,20480
5871,Metin,0,0
5872,Adem,0,0
5874,Sultan,0,0
5878,Adem,17908.05,20480
5881,Murat,0,0
5882,Enes,9558.27,10240
5885,Hasan,20063.66,20480
5887,Emre,9801.41,10240
5888,Yağmur,8091.48,10240
5889,Kadir,0,0
5892,Fatma,15740.16,20480
5893,Ali,0,0
5894,Kadir,0,0
5895,Osman,0,0
5898,Abdullah,15485.27,20480
5899,Aysel,17902.64,20480
5900,Hülya,8622.13,10240
5906,Osman,0,0
5915,Ahmet,0,0
5916,Ahmet,19131.94,20480
5918,Burak,18435.37,20480
5920,Kadir,18100.84,20480
5922,Ali,17742.7,20480
5924,Halil,0,0
5925,Hacer,0,0
5926,Ayşe,0,0
5929,Serkan,18547.47,20480
5931,Ayşegül,19692.92,20480
5932,Ali,16766.68,20480
5936,Yağmur,0,0
5940,Zehra,10157.86,10240
5941,Metin,7830.23,10240
5942,Mustafa,0,0
5945,Sevim,19456.66,20480
5946,Ömer,0,0
5947,Yağmur,9642.91,10240
5948,Dilek,17299.39,20480
5950,Osman,0,0
5637,İsmail,0,0
5638,Abdullah,0,0
5639,Sevim,17550.99,20480
5643,Merve,7973.61,10240
5644,Sultan,0,0
5646,Merve,8109.24,10240
5647,Mehmet,17200.24,20480
5648,Recep,19709.36,20480
5649,Ayşegül,0,0
5650,Leyla,0,0
5651,Hülya,16452.12,20480
5652,Serkan,17060.74,20480
5655,Emine,0,0
5656,Emre,0,0
5657,Kadir,0,0
5658,Sevim,0,0
5660,Ahmet,0,0
5667,Rabia,0,0
5668,Enes,16808.48,20480
5669,Esra,18715.98,20480
5670,Fatih,8240.65,10240
5675,Serkan,17143.25,20480
5676,Adem,0,0
5679,Kadir,0,0
5682,Kadir,0,0
5684,Merve,0,0
5690,Fadime,0,0
5692,Aynur,0,0
5693,Meryem,17617.26,20480
5699,Halil,0,0
5701,Büşra,20043.39,20480
5703,Aynur,8230.19,10240
5707,Aysel,0,0
5709,Melek,0,0
5713,Aynur,16684.6,20480
5717,Yusuf,0,0
5718,Hasan,0,0
5719,Aysel,0,0
5720,Sevim,16120.72,20480
5723,Hasan,0,0
5724,Mustafa,8319.27,10240
5725,Emine,0,0
5727,Serkan,7771.09,10240
5729,Meryem,0,0
5730,Mehmet,19991.12,20480
5731,Kübra,16294.48,20480
5734,Zeynep,19042.83,20480
5736,Leyla,0,0
5738,Ali,0,0
5740,Tuğba,0,0
5741,Osman,0,0
5743,Yusuf,17937.11,20480
5744,İsmail,0,0
5747,Fatma,0,0
5749,Recep,0,0
5753,Yağmur,0,0
5754,Zeynep,7870.15,10240
5755,Yasin,0,0
5756,Aysel,0,0
5757,Hülya,0,0
5758,Hacer,0,0
5759,Hacer,0,0
5762,Havva,0,0
5765,Osman,19941.7,20480
5766,Melek,0,0
5771,Fadime,0,0
5775,Ayşegül,0,0
5789,Recep,0,0
5791,Fatma,10177.56,10240
5793,Hakan,15725.11,20480
5794,Hasan,0,0
5483,Hacer,17342.17,20480
5484,Zehra,18954.38,20480
5487,Leyla,9380.65,10240
5490,Murat,0,0
5491,Fatih,0,0
5495,Özlem,18631.08,20480
5496,Yasemin,9598.79,10240
5497,Ayşegül,8190.21,10240
5499,Büşra,0,0
5501,Ayşegül,0,0
5502,Ayşegül,19851.99,20480
5503,Sevim,10024.16,10240
5505,Fadime,0,0
5510,Ömer,19610.25,20480
5513,Enes,0,0
5515,Yağmur,0,0
5516,Fadime,16914.39,20480
5517,Burak,0,0
5522,Rabia,16554,20480
5525,Yasemin,9628.26,10240
5527,Yasin,0,0
5529,Burak,9305.65,10240
5530,Havva,0,0
5536,Zeynep,0,0
5539,Melek,0,0
5542,Leyla,0,0
5543,Melek,0,0
5544,Merve,0,0
5545,Halil,19920.58,20480
5546,Tuğba,8470.47,10240
5547,İbrahim,0,0
5548,Mustafa,16085.65,20480
5555,Songül,0,0
5556,Süleyman,0,0
5559,Yağmur,15959.12,20480
5560,Yasemin,19032.37,20480
5561,Metin,17961.99,20480
5564,Abdullah,10151.56,10240
5566,Dilek,9162.89,10240
5568,Mahmut,16036.86,20480
5570,Enes,8170.71,10240
5571,Metin,0,0
5577,Hakan,0,0
5578,Yasemin,0,0
5579,Leyla,0,0
5582,Esra,0,0
5586,Aysel,0,0
5591,Melek,0,0
5593,Süleyman,0,0
5594,Abdullah,7998.24,10240
5595,Melek,16509.49,20480
5602,Halil,0,0
5603,Hakan,0,0
5604,Fatih,0,0
5607,Yasin,0,0
5610,Ahmet,0,0
5611,Osman,17335.3,20480
5614,Aysel,0,0
5616,Enes,19298.16,20480
5617,Yasin,0,0
5618,Dilek,0,0
5619,Elif,9601.12,10240
5622,Melek,0,0
5623,Meryem,20476.27,20480
5624,Yağmur,16097.95,20480
5628,Adem,0,0
5630,Murat,0,0
5632,Ahmet,9011.89,10240
5634,Rabia,20184.73,20480
5636,Rabia,0,0
5327,Havva,0,0
5330,Tuğba,0,0
5331,İbrahim,0,0
5332,Tuğba,0,0
5334,Rabia,0,0
5337,Yasemin,0,0
5338,Hakan,0,0
5339,Adem,0,0
5340,Aysel,19350.38,20480
5341,Recep,0,0
5342,Serkan,0,0
5343,Emre,0,0
5347,Hüseyin,8777.27,10240
5348,Ayşe,20091.37,20480
5350,Serkan,16457.39,20480
5351,Emine,17531.25,20480
5355,Kübra,19571.41,20480
5359,Aynur,19333.04,20480
5362,Mustafa,9413.81,10240
5363,Elif,0,0
5365,İsmail,0,0
5366,Ayşegül,0,0
5367,Özlem,20159.21,20480
5371,Murat,18707.53,20480
5372,Ali,0,0
5375,Tuğba,16410.01,20480
5378,Burak,0,0
5383,Yağmur,15788.09,20480
5386,Melek,0,0
5392,Yağmur,0,0
5394,Büşra,0,0
5396,Recep,17785.86,20480
5397,Burak,0,0
5400,Yasemin,0,0
5403,Rabia,0,0
5406,Sultan,9432.42,10240
5410,Tuğba,18791.04,20480
5414,Tuğba,0,0
5415,Ayşegül,0,0
5420,Hülya,0,0
5425,İsmail,9385.54,10240
5426,Halil,0,0
5427,Leyla,0,0
5435,Abdullah,0,0
5437,Adem,0,0
