"CUSTOMER_ID","NAME","PAYMENT_STATUS"
2831,Hasan,UNPAID
2836,Süleyman,UNPAID
2838,Merve,UNPAID
2841,Rabia,UNPAID
2845,Özlem,UNPAID
2850,Leyla,UNPAID
2852,Enes,UNPAID
2858,Hakan,UNPAID
2861,Emine,UNPAID
2862,Zeynep,UNPAID
2870,Murat,UNPAID
2872,Meryem,UNPAID
2878,Ömer,UNPAID
2889,Yusuf,UNPAID
2890,Havva,UNPAID
2893,Aynur,UNPAID
2906,Özlem,UNPAID
2908,Kadir,UNPAID
2909,Merve,UNPAID
2916,Hasan,UNPAID
2932,Adem,UNPAID
2933,Hatice,UNPAID
2937,Fatih,UNPAID
2940,Fatma,UNPAID
2965,Zehra,UNPAID
2670,Mehmet,UNPAID
2671,Emine,UNPAID
2672,Sevim,UNPAID
2673,Recep,UNPAID
2674,Rabia,UNPAID
2675,Aynur,UNPAID
2686,Yasemin,UNPAID
2691,Dilek,UNPAID
2699,Recep,UNPAID
2708,Yasemin,UNPAID
2709,Fatma,UNPAID
2712,Hülya,UNPAID
2736,Rabia,UNPAID
2738,Hüseyin,UNPAID
2743,Büşra,UNPAID
2757,Zehra,UNPAID
2762,Sevim,UNPAID
2771,Furkan,UNPAID
2772,Emre,UNPAID
2781,Fadime,UNPAID
2788,Muhammed,UNPAID
2789,Yağmur,UNPAID
2791,Hakan,UNPAID
2807,Özlem,UNPAID
2810,Yağmur,UNPAID
2506,Murat,UNPAID
2509,Yasin,UNPAID
2510,Fatih,UNPAID
2512,Zehra,UNPAID
2534,Esra,UNPAID
2558,Fatih,UNPAID
2561,Sevim,UNPAID
2577,Rabia,UNPAID
2589,Ömer,UNPAID
2592,Elif,UNPAID
2596,Ramazan,UNPAID
2599,Tuğba,UNPAID
2605,Mehmet,UNPAID
2627,Emre,UNPAID
2633,Mahmut,UNPAID
2636,Ayşegül,UNPAID
2639,Büşra,UNPAID
2642,Ali,UNPAID
2652,Burak,UNPAID
2655,Tuğba,UNPAID
2656,Esra,UNPAID
2365,Süleyman,UNPAID
2369,Ayşegül,UNPAID
2370,Büşra,UNPAID
2373,Hacer,UNPAID
2386,Merve,UNPAID
2396,Sevim,UNPAID
2404,Sevim,UNPAID
2405,Abdullah,UNPAID
2411,Kadir,UNPAID
2445,İsmail,UNPAID
2453,Mustafa,UNPAID
2458,Zehra,UNPAID
2461,Büşra,UNPAID
2463,Melek,UNPAID
2464,Meryem,UNPAID
2482,Büşra,UNPAID
2487,Hülya,UNPAID
2193,Fatih,UNPAID
2194,İsmail,UNPAID
2204,Kübra,UNPAID
2206,Özlem,UNPAID
2211,Merve,UNPAID
2212,Enes,UNPAID
2214,Ramazan,UNPAID
2237,Meryem,UNPAID
2251,Kübra,UNPAID
2262,Fatih,UNPAID
2267,Osman,UNPAID
2285,Özlem,UNPAID
2290,Adem,UNPAID
2292,Abdullah,UNPAID
2294,Kadir,UNPAID
2295,Hacer,UNPAID
2296,Recep,UNPAID
2298,Yasemin,UNPAID
2304,Recep,UNPAID
2305,Süleyman,UNPAID
2307,Serkan,UNPAID
2311,Adem,UNPAID
2312,Hatice,UNPAID
2320,Fadime,UNPAID
2324,Hakan,UNPAID
2340,Ömer,UNPAID
2345,Leyla,UNPAID
2043,Kübra,UNPAID
2048,Serkan,UNPAID
2049,Aysel,UNPAID
2053,Meryem,UNPAID
2061,Leyla,UNPAID
2064,Merve,UNPAID
2093,Rabia,UNPAID
2099,Ramazan,UNPAID
2104,Hüseyin,UNPAID
2112,Meryem,UNPAID
2113,Yağmur,UNPAID
2118,Yasemin,UNPAID
2122,Aysel,UNPAID
2132,Hatice,UNPAID
2133,Yusuf,UNPAID
2144,Rabia,UNPAID
2151,Ali,UNPAID
2155,Burak,UNPAID
2161,Meryem,UNPAID
2167,Fatih,UNPAID
2168,Fatih,UNPAID
2177,Zehra,UNPAID
2180,Enes,UNPAID
1882,Aynur,UNPAID
1894,Murat,UNPAID
1911,Yusuf,UNPAID
1921,Büşra,UNPAID
1933,Dilek,UNPAID
1937,Burak,UNPAID
1943,Fadime,UNPAID
1944,Rabia,UNPAID
1954,Burak,UNPAID
1961,Halil,UNPAID
1966,Merve,UNPAID
1975,Yağmur,UNPAID
1976,Meryem,UNPAID
1994,Yasin,UNPAID
2002,Metin,UNPAID
2003,Sevim,UNPAID
2007,Osman,UNPAID
2011,Songül,UNPAID
2016,Hakan,UNPAID
2017,Sultan,UNPAID
2020,Tuğba,UNPAID
2021,İbrahim,UNPAID
2031,Kübra,UNPAID
1724,Dilek,UNPAID
1731,Mustafa,UNPAID
1732,Tuğba,UNPAID
1734,Songül,UNPAID
1740,Yasin,UNPAID
1742,Kadir,UNPAID
1744,Abdullah,UNPAID
1752,Fadime,UNPAID
1761,Hacer,UNPAID
1762,Elif,UNPAID
1768,Ali,UNPAID
1793,Fatma,UNPAID
1799,Yusuf,UNPAID
1804,Yağmur,UNPAID
1805,Hakan,UNPAID
1815,Esra,UNPAID
1819,Metin,UNPAID
1825,Burak,UNPAID
1826,Yasin,UNPAID
1828,Kübra,UNPAID
1831,Ayşe,UNPAID
1832,Aysel,UNPAID
1835,Süleyman,UNPAID
1842,Hülya,UNPAID
1843,Enes,UNPAID
1845,Hakan,UNPAID
1846,Havva,UNPAID
1849,Hacer,UNPAID
1852,İsmail,UNPAID
1863,Rabia,UNPAID
1868,Enes,UNPAID
1872,Zehra,UNPAID
1877,Hakan,UNPAID
1574,Abdullah,UNPAID
1577,Hatice,UNPAID
1586,İsmail,UNPAID
1594,Havva,UNPAID
1600,Muhammed,UNPAID
1606,Esra,UNPAID
1612,Havva,UNPAID
1613,Emine,UNPAID
1622,Murat,UNPAID
1631,Süleyman,UNPAID
1638,Emine,UNPAID
1639,Fadime,UNPAID
1641,Esra,UNPAID
1642,Rabia,UNPAID
1649,Yusuf,UNPAID
1651,Leyla,UNPAID
1669,Ahmet,UNPAID
1670,Esra,UNPAID
1681,Yasin,UNPAID
1682,Dilek,UNPAID
1693,Ali,UNPAID
1701,Dilek,UNPAID
1704,Yasin,UNPAID
1706,Hatice,UNPAID
1714,Aynur,UNPAID
1717,Zehra,UNPAID
1409,Rabia,UNPAID
1419,Mustafa,UNPAID
1421,Ahmet,UNPAID
1427,Ahmet,UNPAID
1437,Esra,UNPAID
1487,Hatice,UNPAID
1489,Büşra,UNPAID
1491,Osman,UNPAID
1502,İsmail,UNPAID
1510,Yağmur,UNPAID
1516,Osman,UNPAID
1520,Hakan,UNPAID
1521,Mahmut,UNPAID
1538,Burak,UNPAID
1539,Zehra,UNPAID
1556,Fatih,UNPAID
1557,Zeynep,UNPAID
1558,Mustafa,UNPAID
1559,Hülya,UNPAID
1562,Dilek,UNPAID
1252,Zehra,UNPAID
1254,Ramazan,UNPAID
1269,Kübra,UNPAID
1272,Abdullah,UNPAID
1277,Halil,UNPAID
1284,Hülya,UNPAID
1288,Melek,UNPAID
1296,Ayşegül,UNPAID
1304,Zehra,UNPAID
1305,Osman,UNPAID
1307,Zeynep,UNPAID
1318,Fatma,UNPAID
1326,Sevim,UNPAID
1327,Hacer,UNPAID
1339,Abdullah,UNPAID
1340,Ramazan,UNPAID
1344,Zehra,UNPAID
1348,Elif,UNPAID
1351,Elif,UNPAID
1352,Melek,UNPAID
1355,Osman,UNPAID
1356,Hakan,UNPAID
1357,Havva,UNPAID
1366,Aysel,UNPAID
1372,Yusuf,UNPAID
1373,Burak,UNPAID
1376,Zeynep,UNPAID
1393,Fatma,UNPAID
1097,Hasan,UNPAID
1098,Sultan,UNPAID
1106,Fatma,UNPAID
1114,Aynur,UNPAID
1121,Mustafa,UNPAID
1137,Hülya,UNPAID
1143,Muhammed,UNPAID
1149,Abdullah,UNPAID
1153,Hasan,UNPAID
1166,Büşra,UNPAID
1168,Zeynep,UNPAID
1184,Sevim,UNPAID
1189,Özlem,UNPAID
1196,Sultan,UNPAID
1200,Sevim,UNPAID
1203,Melek,UNPAID
1206,Ayşe,UNPAID
1223,Melek,UNPAID
1242,Osman,UNPAID
1250,Fatma,UNPAID
941,Mustafa,UNPAID
952,Osman,UNPAID
966,Fadime,UNPAID
973,Ayşegül,UNPAID
981,Fatih,UNPAID
995,Mustafa,UNPAID
999,Burak,UNPAID
1000,Kübra,UNPAID
1003,Fadime,UNPAID
1004,Fatma,UNPAID
1014,Fadime,UNPAID
1016,Büşra,UNPAID
1022,Yağmur,UNPAID
1028,Fatih,UNPAID
1033,Rabia,UNPAID
1042,Ahmet,UNPAID
1044,Hakan,UNPAID
1076,Songül,UNPAID
1081,Halil,UNPAID
1083,Recep,UNPAID
1084,Rabia,UNPAID
1086,Dilek,UNPAID
1087,Fatih,UNPAID
787,Abdullah,UNPAID
792,Hasan,UNPAID
795,Adem,UNPAID
797,Recep,UNPAID
817,Ayşe,UNPAID
823,Fatma,UNPAID
824,Mustafa,UNPAID
840,Emine,UNPAID
849,Yusuf,UNPAID
851,Kübra,UNPAID
858,Abdullah,UNPAID
861,Zeynep,UNPAID
862,Ayşegül,UNPAID
868,Meryem,UNPAID
892,Aysel,UNPAID
899,Fatih,UNPAID
900,İsmail,UNPAID
914,Ali,UNPAID
924,Fatih,UNPAID
937,Yasin,UNPAID
628,Dilek,UNPAID
635,Melek,UNPAID
636,Aysel,UNPAID
643,Esra,UNPAID
644,Yusuf,UNPAID
647,Ayşegül,UNPAID
649,Zeynep,UNPAID
650,Hacer,UNPAID
653,Dilek,UNPAID
660,Muhammed,UNPAID
664,Leyla,UNPAID
670,Enes,UNPAID
672,Hasan,UNPAID
674,Havva,UNPAID
686,Murat,UNPAID
707,Murat,UNPAID
708,Serkan,UNPAID
714,Yasemin,UNPAID
721,Sevim,UNPAID
724,Furkan,UNPAID
742,Merve,UNPAID
753,Halil,UNPAID
756,Hülya,UNPAID
758,Leyla,UNPAID
761,Sultan,UNPAID
771,Emre,UNPAID
775,Metin,UNPAID
781,Murat,UNPAID
486,Fatih,UNPAID
491,Meryem,UNPAID
495,Ahmet,UNPAID
512,Kübra,UNPAID
517,Hasan,UNPAID
523,Muhammed,UNPAID
529,Zehra,UNPAID
531,Meryem,UNPAID
548,Yasemin,UNPAID
553,Mustafa,UNPAID
557,Ahmet,UNPAID
558,İbrahim,UNPAID
588,Mustafa,UNPAID
594,Zeynep,UNPAID
600,Murat,UNPAID
610,Yasemin,UNPAID
615,Büşra,UNPAID
619,Ahmet,UNPAID
331,Fadime,UNPAID
346,Metin,UNPAID
353,Ayşe,UNPAID
356,Aysel,UNPAID
366,Enes,UNPAID
396,Halil,UNPAID
405,Mustafa,UNPAID
412,Furkan,UNPAID
421,Emine,UNPAID
422,Büşra,UNPAID
436,Süleyman,UNPAID
460,Hacer,UNPAID
165,Murat,UNPAID
166,Fatih,UNPAID
187,Aysel,UNPAID
206,Rabia,UNPAID
217,Merve,UNPAID
223,Fadime,UNPAID
224,Rabia,UNPAID
231,Mahmut,UNPAID
238,Özlem,UNPAID
248,Yasin,UNPAID
259,Yasemin,UNPAID
260,Rabia,UNPAID
278,Ali,UNPAID
291,Tuğba,UNPAID
299,Mustafa,UNPAID
311,Fatma,UNPAID
19,Enes,UNPAID
20,İsmail,UNPAID
22,Rabia,UNPAID
25,Hacer,UNPAID
33,Fadime,UNPAID
36,Fadime,UNPAID
40,Murat,UNPAID
48,Yusuf,UNPAID
54,Burak,UNPAID
57,Fadime,UNPAID
71,Aysel,UNPAID
83,Sultan,UNPAID
103,İsmail,UNPAID
110,Dilek,UNPAID
112,Elif,UNPAID
118,Enes,UNPAID
124,Yasemin,UNPAID
128,Ayşegül,UNPAID
138,Mahmut,UNPAID
139,Mehmet,UNPAID
141,Meryem,UNPAID
143,Ayşe,UNPAID
9871,Adem,UNPAID
9873,Fadime,UNPAID
9876,İbrahim,UNPAID
9880,Yasin,UNPAID
9883,Kadir,UNPAID
9887,Serkan,UNPAID
9888,Sultan,UNPAID
9889,Havva,UNPAID
9892,Osman,UNPAID
9903,Osman,UNPAID
9906,Özlem,UNPAID
9913,Ramazan,UNPAID
9931,Hatice,UNPAID
9938,Sevim,UNPAID
9940,Adem,UNPAID
9942,Enes,UNPAID
9952,Serkan,UNPAID
9957,Özlem,UNPAID
9961,Fadime,UNPAID
9966,Yasin,UNPAID
9975,Fatih,UNPAID
9976,Hatice,UNPAID
9977,Fadime,UNPAID
9978,İbrahim,UNPAID
9981,Yağmur,UNPAID
9984,Yasemin,UNPAID
9987,Hülya,UNPAID
9993,Melek,UNPAID
9995,Yasemin,UNPAID
9997,Tuğba,UNPAID
